Source,Heading,Category,URL,Text
Power Transmissiom,78 Pacamor Kubar Bearings Receives Aerospace Certification,Bearings, http://www.powertransmission.com/news/1177/Pacamor-Kubar-Bearings-Receives-Aerospace-Certification/,"  June 27, 2007— Pacamor Kubar Bearings announced that the companyÂ was awarded the coveted AS9100:2004 Certification, the highest global standards for quality and completed a comprehensive audit conducted by Det Norske Veritas, its independent accredited registrar.Â   According to the company's press release, PKB now joins a select list of national and international aerospace companies that have registered to AS9100 to meet the ever increasing quality demands of their aerospace customers. Edward M. Osta, executive vice president, says, ""Our AS9100 Certification is an important milestone for PKB.Â  This certification coupled with our ISO9001:2000 certification recognizes our Quality System as being on par with the best quality systems in the aerospace industry.Â  These certifications enhance the confidence of our current customers in our capabilities while providing us access to contracts only obtainable by AS9100 accredited organizations."" The AS9100 standard specifies the quality management system requirements for suppliers to the aerospace industry.Â  This standard supplements ISO 9001 by addressing the specific additional expectations of the aerospace industry. Pacamor Kubar Bearings manufactures high performance miniature and instrument ball bearings for the aerospace, defense, medical, dental, industrial, and commercial industries.Â   "
Power Transmissiom,"80 Miller Bearings Welcomes President, Board Chairman",Bearings, http://www.powertransmission.com/news/2238/Miller-Bearings-Welcomes-President-Board-Chairman/,"  The Board of Miller Bearings, Inc. elected William ""Bill"" Bierbach (pictured) as president, and David Morell was elected as Chairman of the Board.  The 63-year-old Florida-based Miller Bearings distributes mechanical, electrical and fluid power transmission components from its 14 core branches, an Export division in Miami and an Industrial Supplies division in Lake   City, FL. Bierbach has worked for a range of international domestic companies, including Walt Disney World, Fantasy of Flight, Florida Progress, Ron Jon Surf Shops, Parrot Jungle and AquaFiber Technologies. He graduated from Rollins College with a physics degree and masters of business administration. Bierbach has also been active on several community organization boards, currently including the boards of Hubbs SeaWorld Research Institute, Florida's Blood Centers and Rollins College. Morell has held various management positions for Brunswick and Sparton Electronics. He previously served as president of Graseby Environmental, where he was responsible for several locations in the United States and subsidiaries in Germany and the United Kingdom. Currently president of Advanced Dermatology and Cosmetic Surgery, a division of Leavitt Management Group, Inc., Morell graduated from Michigan  State University with a degree in accounting. He is a Certified Public Accountant.  "
Power Transmissiom,82 Steinmeyer Introduces New Ball Bearings,Bearings, http://www.powertransmission.com/news/785/Steinmeyer-Introduces-New-Ball-Bearings/,"  January 9, 2007—Steinmeyer Inc. announced an addition to its standard line of miniature precision screws ? the ""world's smallest commercially available stainless steel ball screw.""    According to the company's press release, the new ultra miniature ball screws are available in stainless steel with diameters as small as 3 mm with choice of two pitches?-1 mm or 0.5 mm.   Steinmeyer now offers a range of miniature screws in stainless steel from 16 mm diameter (with up to 30 mm pitch), down to 3 mm diameter.    The products are manufactured especially for demanding applications in clean room, high vacuum or corrosive environments.      The screws are equipped with one of four types of ball nuts, with or without preload.  By using Steinmeyer's internal ball deflector returns instead of external tubes, the nuts offer smooth low noise operation.     Several standard lengths are included in the production program, complete with finished ends.     Screws are manufactured from a 400 series stainless steel, hardened and then precision ground to meet ISO tolerances from T0 to T5. All parts of the ball screw are manufactured from corrosion resistant stainless steel including the shaft, nut, ball deflectors and balls      For application flexibility, the miniature screws are offered with a choice of four nut types:  -Series 1112, a cylindrical single nut with convenient attaching thread, available with play or preloaded using over-sized balls. -Series 1214, a compact cylindrical single nut with fitting key, available with play or preloaded using over-sized balls. -Series 1412, a single nut with flange, available with play or preloaded using oversize balls -Series 1510, a spring preloaded double nut, that effectively compensates for torque variations due to inaccuracies in the ground thread.  The result is extremely smooth motion with near constant idling torque ? a critical requirement in many scanning applications.    Applications for stainless steel miniature ball screws include semiconductor production machines,  medical devices including surgical robots and aerospace mechanisms.       "
Power Transmissiom,84 SKF Introduces Optical Sensing Technology for Bearings ,Bearings, http://www.powertransmission.com/news/9676/SKF-Introduces-Optical-Sensing-Technology-for-Bearings-/,"  SKF Fiber Optic Sensing uses light rather than electricity, which enables safe measurements in hazardous environments.  "
Power Transmissiom,86 2010 Metal Powder Testing and Bearings Standards Released,Bearings, http://www.powertransmission.com/news/2185/2010-Metal-Powder-Testing-and-Bearings-Standards-Released/,"  January 5, 2010— The 2010 editions of Standard Test Methods for Metal Powders and Powder Metallurgy (PM) Products, and Standard 35, Materials Standards for PM Self-Lubricating Bearings have been issued by the Metal Powder Industries Federation (MPIF).   The 130-page standard on test methods contains 39 individual standards on terminology and recommended methods for testing metal powders, PM parts, metal injection molded (MIM) parts, metallic filters and PM equipment. In addition to a new standard on Sample Preparation for the Determination of the Total Carbon Content of PM Materials (excluding cemented carbides), the new edition features revisions on 10 standards.  The 28-page Standard 35 on PM self-lubricating bearings has a new material section on diffusion-alloyed iron-bronze bearings, new information on oil impregnation efficiency, revised information for bronze bearings and data table modifications. Both editions cross reference comparable ASTM and ISO standards.  The test method standard is available from MPIF in soft-cover, electronic or CD formats at $75 per copy. The bearings standard is also available in these three formats at $35 per copy. For ordering information contact the MPIF publications department. "
Power Transmissiom,88 JW Winco Expands Range of Rod End Bearings ,Bearings, http://www.powertransmission.com/news/9474/JW-Winco-Expands-Range-of-Rod-End-Bearings-/,  JW Winco has expanded its range of rod end bearings.  
Power Transmissiom,90 Pacamor Kubar Bearings Welcomes Back Dwight Calkins,Bearings, http://www.powertransmission.com/news/2288/Pacamor-Kubar-Bearings-Welcomes-Back-Dwight-Calkins/,"  Dwight Calkins has returned to Pacamor Kubar Bearings (PKB) engineering department. After holding several positions at PKB, including QC engineer and operations manager, he rejoins the PKB team to help develop and launch several strategic new products for the American-owned and -operated ball bearing manufacturer.  ""We're pleased to have Dwight back with us at PKB,"" says Ed Osta, executive vice president. ""Dwight's experience and knowledge of bearing design and production processes will enable us to develop new products and expand our current product offering."" Calkins most recently served as a senior technology engineer for General Electric, in Schenectady, NY, which manufactures turbines and generators. When asked about returning to PKB, Calkins says, ""I learned a great deal from GE and am very appreciative for the opportunity, but I missed the dynamic environment and camaraderie of the PKB team."" "
Power Transmissiom,92 SKF Showcases Explorer Spherical Roller Bearings and Other Products at PTC Asia 2015,Bearings, http://www.powertransmission.com/news/6809/SKF-Showcases-Explorer-Spherical-Roller-Bearings-and-Other-Products-at-PTC-Asia-2015/,"  SKF recently showed off several of their most recent products at PTC Asia 2015. SKF recently presented a selection of its products and solutions at PTC Asia 2015 in Shanghai, China, from Oct. 27-30. This year, SKF demonstrated the new SKF EnCompass Field Performance Program and a range of solutions for industrial electric motors, elevators, centrifugal compressors in chillers, gearboxes, remote diagnostics and other products. New small sealed SKF Explorer spherical roller bearings with improved performance were one of SKF’s exhibits at this year’s PTC. The bearings prolong service intervals and needs for re-lubrication for gearless traction motors and reduce environmental impact. The range of bearings uses a new seal design, given the designation ‘RS’, which reduces overall friction in the bearing by up to 20 percent. In representative running conditions, this translates into calculated annual energy savings of up to 145 kWh. For a typical gearless traction motor in a heavy-duty elevator, replacing two sealed SKF Explorer bearings with the newly optimized design could cut CO2 emissions by up to 100 kg annually. Over the motor’s lifecycle, it can add up to a two-ton reduction in CO2 emissions. The new small sealed SKF Explorer spherical roller bearing is part of the SKF EnCompass Field Performance Program. This program provides users with a more detailed analysis of the factors that influence bearing service life and enables users to optimize bearing selection and design for improved performance in real-world conditions. Also on display were the new oil-free pure refrigerant lubricated bearings for centrifugal compressors in chillers. The new bearings are an oil-free solution for direct drive centrifugal compressors in chillers that uses low-viscosity refrigerant as the bearing lubricant. SKF also showed off a new magnetic system, an oil-and contact-free drive for centrifugal compressors in chillers. Combining a high-speed permanent magnet motor and active magnetic bearings with integrated controls, the magnetic system can operate with variable speed drives from various manufacturers to deliver energy savings of at least 10 percent versus conventional centrifugal compressor designs. This technology also reduces maintenance costs for the users and provides them with reliable and cost-effective air conditioning. SKF’s HRS seals were also shown at the exhibition. The new generation HRS seals can extend the service life of heavy-duty equipment operating in difficult conditions, and are manufactured in a full range of standard sizes to suit heavy-duty applications in a range of industries, including wind energy, cement manufacture, mining and tunnel boring equipment. SKF also demonstrated their SKF Insight technology, which enhances bearing condition monitoring management in railway and wind power industry. SKF Insight creates a cost effective way of collecting condition monitoring data so that bearing life and change-out intervals are determined based on real operating conditions. "
Power Transmissiom,94 Timken Launches 6000 Series Ball Bearings in North America ,Bearings, http://www.powertransmission.com/news/6852/Timken-Launches-6000-Series-Ball-Bearings-in-North-America-/,"  The Timken 6000 deep groove ball bearing line is used in a broad range of applications. Timken recently launched its 6000 series deep groove ball bearing line in North America, which completes the company’s global roll-out of the series to its OE customer base and global distributor network. The new line, which is used in a wide variety of applications and conditions, meets ISO standards and dimensionally interchanges easily with competitor products. It reflects another step in the company’s ongoing commitment to offer Timken customers and end users an even broader range of bearings and power transmission components. “Timken expanded its ball bearing supply chains to grow its deep groove ball bearing line and deliver product engineered to rigorous Timken quality standards,” said Hans Landin, vice president of power transmission products for Timken. “We expect this initiative to improve the competitive position of both the company and our customers.”  Landin also indicated that Timken plans to continue expanding its ball bearing offering as part of the company’s DeltaX growth strategy. “We want to be the ‘one-stop shop’ for bearings and power transmission products and services for Timken customers worldwide,” he said. "
Power Transmissiom,98 NSK Bearings in Electric Motors,Bearings, http://www.powertransmission.com/news/6266/NSK-Bearings-in-Electric-Motors/,"  NSK Europe's Tony Synnott explains how bearing design is affecting electric motor performance and reliability. As the development of more efficient electric motors continues to keep pace with upcoming regulations, it is important to ensure that all the components are engineered to the latest specifications, including the bearings. Tony Synnott, UK Engineering Manager for NSK Europe, explains how bearing design is affecting electric motor performance and reliability. Bearings in electric motors are designed to support the rotor and maintain a consistent air gap between the rotor and the stator as well as transferring the loads from the shaft to the motor frame. Selecting the correct bearing design ensures the design efficiency of the motor is maintained with minimal friction and power losses. For a small electric motor, a bearing failure and any subsequent damage can put it beyond economical repair, so it is desirable to install high quality bearings that are designed to withstand the stresses of the environment. In larger applications, a bearing failure can cause considerable down-time, so matching the design to the application is crucial. For example, if a motor designed for an in-line drive application is reassigned to a radial, belt-drive application, the bearings are likely to be compromised and not perform as might be expected. In the original, specified application, the motor would be fitted with deep-groove ball bearings but these could be overloaded by the increased radial load from the drive belt. In terms of bearing design itself, there has been considerable innovation in terms of bearing materials technology as well as precision engineering and manufacturing processes. By improving the surface finish of the rolling elements and raceways within a bearing, the friction levels are reduced, which reduces energy consumption and noise. When these improvements are combined with the advances in lubrication, the result is a much improved operating life. One such example is the latest AC traction motors that are being used in the current generation of high speed trains, which are now expected to go faster and travel much further between maintenance periods. The bearings employed in these motors are expected to deliver exceptional performance under severe operating conditions, including high radial loads, high impact loads and high speeds. A major obstacle to achieving extended maintenance free intervals is electrical erosion. This occurs when ‘stray’ electric current flows through the motor bearings to earth. The result is damage to the bearing, the extent of which depends upon the magnitude of the current and the duration of the conditions. The damage, known as electrical arcing, is usually in the form of tiny craters and micro welds on the bearing raceway and rolling element surfaces, which results in premature bearing failure. One solution to the electrical arcing failures is the use of ceramic coatings or ceramic rolling elements in the bearing design, which provide electrical insulation from the shaft. Ceramic coatings are often applied using a plasma spray. The ceramic coating is treated with an acrylic resin to seal the surface and prevent the ingress of moisture. This coating also provides additional protection against strong alkalis and high temperatures used for washing the rolling stock. The life time of a bearing, assuming it has been correctly specified for the application, is often determined by the lubrication regime and how the bearing design ensures sufficient flow to all the rolling elements. Finite element analysis and computational fluid dynamics can be used to improve bearing strength and the flow of lubrication, both of which need to be carefully specified for each application. The maintenance programme also plays a role in bearing life expectancy and should take into account the working environment and the practicalities of access to the equipment. By improving the sealing arrangements and optimising the lubrication technique, the maintenance period can be extended to coincide with other components such as the wheelset bearings. This offers the client considerable savings in maintenance costs and lost productivity. The key to optimising bearing design is in understanding the application and the environment, whilst having the ability to employ industry leading materials and quality control. NSK has developed the unique, long life Z Steel which has significantly extended the service life of its bearings when compared to conventional bearing steel. This has been combined with improved cage designs lubrication and seal designs, as well as ceramic and resin coatings. The end result is high quality bearings that are produced for the electric motor in all environments and applications. "
Power Transmissiom,100 NSK Low Torque Bearings Improve Energy Efficiency in MRO Sector,Bearings, http://www.powertransmission.com/news/6340/NSK-Low-Torque-Bearings-Improve-Energy-Efficiency-in-MRO-Sector/,"  NSK is known across the world for its class leading reliability and long bearing life, as well as its economic and environmental credentials. Within the global automotive sector, NSK has worked with the industry to produce low torque bearings which help to reduce power consumption and emissions. Now these advances in engineering design are being applied to general purpose, deep groove ball bearings, which are used in a wide range of industrial applications. There is a worldwide focus on energy efficiency and, increasingly, production engineers are looking beyond initial procurement prices when assessing capital investment in new equipment. Instead, attention is drawn to the total cost of ownership (TCO) as well as CO2 emissions for the expected life of the machine. Most notably, this has led to considerable changes in electric motor design and the regulations which govern it. To help designers and customers alike, NSK has developed a series of improvements for bearing design and manufacture. These have resulted in standard deep groove ball bearings demonstrating up to a 47 percent torque saving for high speed domestic appliances compared to conventional bearings of the same size. This helps to improve efficiency and therefore reduce energy consumption; two features which will appeal to every industrial sector. NSK has made several developments in tribology and material technology as well as advancements in steel cleanliness to produce a significantly improved steel fatigue life. In addition, further advancements have been made in the heat treatment process which ensures excellent hardness and wear resistance characteristics, all of which enable the latest bearings to deliver improved performance and reliability. In terms of actual bearing manufacture, NSK has improved the ball bearing raceway surface finish and geometry. These improvements reduce internal friction which in turn reduces power consumption, operating noise levels, heat generation and wear. This is complimented by further improvements to the lubrication and sealing properties of the NSK bearings. Continuous research into the grease used to lubricate the bearings has allowed NSK to develop products that achieve the fine balance between minimising friction while still providing long term reliability. These developments are matched by the innovation of the NSK V seal which has improved the effectiveness of the seal without increasing the torque or operating temperature of the bearing. The use of cutting edge design technology, and state-of-the-art manufacturing processes, allows NSK to continue to deliver market leading bearings for a wide range of applications. The latest designs provide customers with the opportunity to reduce energy consumption which in turn helps to minimise operating costs and CO2 emissions. "
Power Transmissiom,104 Cooper Roller Bearings Becomes SKF Cooper Split Bearings,Bearings, http://www.powertransmission.com/news/8672/Cooper-Roller-Bearings-Becomes-SKF-Cooper-Split-Bearings/,"  SKF Cooper split roller bearings can be fitted, removed and inspected without having to dismantle surrounding equipment, providing savings in terms of reduced maintenance and downtime.  SKF acquired Cooper Roller Bearings Co Ltd. in 2013 as part of the US-based Kaydon Corporation, Cooper's parent company at the time. Following a period of consolidation within the SKF, it has now been decided that all Cooper Split Bearings ranges will be marketed under the name of SKF Cooper going forward. SKF Cooper products will continue to complement the growing SKF portfolio of complete solutions for the marine, mining, quarrying, construction and energy sectors.  In addition to the brand name change, the channels to market for SKF Cooper products, including responses to customer inquiries, product supply and after-sales support, will be handled on a global basis through local SKF sales outlets going forward. SKF Cooper split roller bearings can be fitted, removed and inspected without having to dismantle surrounding equipment, providing savings in terms of reduced maintenance and downtime. The products include both split cylindrical roller bearings and split double row tapered roller bearings, the latter with the ability to take axial loads in either direction. Both are housed and sealed in special swivel cartridges, which are suitable for mounting in pedestal or flanged outer housings. The cartridges have a spherical outer surface that fits into a conforming surface in the mounting unit rather like a ball and socket joint; any shaft misalignment tends to move the cartridge, seal and bearing together, maintaining the seal on an axis parallel to the shaft. This configuration allows extremely close tolerances to be maintained between the housing and the shaft, delivering a sealing performance that is recognised as one of the best in the anti-friction bearing industry. As well as their complementary product ranges and reputations for engineering excellence, Cooper and SKF have one other thing in common: both mark 1907 as a particularly momentous year in their respective histories. 1907 was the year that Cooper's founder, Thomas Cooper patented the world’s first split rolling element bearing, and in that same year Sven Wingquist invented the first self-aligning bearings and founded the Svenska Kullagerfabriken company – nowadays more commonly known as SKF. "
Power Transmissiom,106 LM76 Offers Bearings Selection Guide for OEMs and Maintenance Professionals,Bearings, http://www.powertransmission.com/news/8451/LM76-Offers-Bearings-Selection-Guide-for-OEMs-and-Maintenance-Professionals/,  This guide details the linear motion components available from LM76 that are FDA/UDSA/3A-Dairy compliant.  
Power Transmissiom,108 NKE Prepares to Meet Future Challenges in Bearings Market,Bearings, http://www.powertransmission.com/news/8739/NKE-Prepares-to-Meet-Future-Challenges-in-Bearings-Market/,"  Thomas Witzler is general manager of NKE. Based in the Austrian city of Steyr, bearing manufacturer NKE Austria GmbH has been part of the Fersa Group since January 2016. The group was established through the merger of Spanish company Fersa Bearings and NKE Austria. Both companies are internationally active in the development, production and sales of bearings for the global automotive and industrial markets, with Fersa covering the automotive and NKE the industrial sector.  Thomas Witzler, general manager of NKE, recently talked about the strategic outlook and plans of the Austrian company in the coming years.  “In 2018, Fersa will exercise its purchasing option to acquire the remaining 51 percent of NKE, making the latter a full member of the Fersa Group. As a group we will be ideally positioned to extend our production capacities and jointly set up additional factories, as well as to utilize common resources in all business sectors,” Witzler said. “NKE will also increase its focus on its four strategic industries: mechanical drives, electrical drives, agri-tech and fluid technology. The group has the clear goal of achieving the turnover-milestone of 100 million euros by the year 2020.” According to Witzler, the bearings market is facing a radical change in the next five to ten years. In particular, the automotive market will come under pressure from the growing trend towards electric mobility and the reduced demand for conventional bearings. “We expect the capacities that will be freed up through this development to shift from the automotive to the industrial sector, which will result in additional cost pressure,” Witzler added. “A further trend is that conventional automotive suppliers are increasingly transforming into system suppliers, as conventional mechanical components are increasingly being replaced by intelligent specialized systems.”  NKE is investing heavily in the technologies of tomorrow. Because conventional bearing technology is mostly at its limits, profitable growth will, in the long term, be possible only in niche markets. NKE is therefore focusing on the development of intelligent products, like its sensor bearing. “We are aiming for a profitability of at least ten percent. In addition to customer service, we will also further enhance our flexibility and speed, and aim to generate turnover of 200 million euros in the Fersa Group. In the medium term, this will be achieved both through organic and inorganic growth,” Witzler said.  "
Power Transmissiom,110 SKF Develops Online Heater Selection Tool for Bearings ,Bearings, http://www.powertransmission.com/news/7322/SKF-Develops-Online-Heater-Selection-Tool-for-Bearings-/,"  SKF has created a highly accessible online tool for heater technologies.  The new SKF online heater selection tool introduces an easy, convenient and highly accessible resource to make the right pick among heater technologies for mounting or dismounting bearings and similar workpieces in an application.  Based on a bearing’s designation or input of key parameters, the tool chooses the appropriate heater for a job from SKF’s comprehensive product range, including electric hot plate, induction heaters and fixed induction heaters. Suitable heaters are grouped into “mounting” and “dismounting” families for quick reference.  The practice of hot mounting and hot dismounting of bearings and workpieces historically has served to reduce the risk of damage to a bearing, shaft or workpiece and help increase bearing service life and machine reliability. Ultimately, proper heater selection is critical for application success.  For standard bearings the online heater selection tool requires only an SKF bearing designation to determine the appropriate heater.  In the case of other bearings or annular components, the online tool can select a suitable heater after users simply enter parameters defining the application and specifying the dimensions and weight of the bearing or work piece.  Either way, the heater selection tool serves as a practical resource for use by customers or distributors anywhere and anytime. The SKF online heater selection tool can be accessed at the link below.        "
Power Transmissiom,112 Revolvo's Water Wheel Bearings Improve Efficiency and Reliability,Bearings, http://www.powertransmission.com/news/6256/Revolvos-Water-Wheel-Bearings-Improve-Efficiency-and-Reliability/,"  Pictured is Revolvo's split roller bearing. For any power generation project, efficiency and reliability are two very important characteristics. So, when a 2-star Michelin restaurant in Belgium decided to refurbish its water wheel generator, it needed to source new bearings. With such close proximity to water, the new bearings would also require excellent sealing properties, which led to the installation of a Revolvo split roller bearing (SRB). The restaurant, located in the south of Belgium, planned to replace the existing steel water wheel with a new, more efficient, glass-reinforced nylon design. The aim of the project was for the new water wheel to produce sufficient electricity to power the restaurant, with any surplus being fed back into the local grid and generating an additional income stream. The simplicity of fitting a split roller bearing, compared to a solid bearing, is a major factor in its longevity. Because they can be removed and replaced by  supporting the shaft, there is no need to lift the shaft, or obtain access to the shaft ends. This eliminates the need for expensive and awkward to handle lifting equipment. This feature is valuable for all applications, especially regarding large machines, where sheer size and weight is a barrier to fast and cost effective servicing. This particular application required exceptional sealing properties from the bearing, which was fitted with a Walker Seal arrangement with a single garter lock spring and retaining plate to provide protection against water ingress. The seal design has subsequently been tested following adverse weather with increased the river level and partially submerged the bearing. “Revolvo has a very successful history of installing bearings in applications where they will be submerged in water, or much worse,"" said Adrian Menzies, Revolvo’s sales and marketing director. ""Thanks to a very effective sealing system our bearings are capable of surviving far longer than traditional bearings with no more than basic maintenance required. Another advantage of the SRB is that when they do reach the end of their life they are very easy to replace.”   "
Power Transmissiom,114 Thomson Bearings Challenge Food Processing Applications,Bearings, http://www.powertransmission.com/news/3053/Thomson-Bearings-Challenge-Food-Processing-Applications/,"  Thomson recently introduced Food Grade FluoroNyliner Bushing Bearings featuring a non-magnetic 303 Stainless Steel corrosion resistant sleeve with a self lubricating liner that is FDA and USDA compliant, enabling them to excel in challenging food processing, pharmaceutical and medical applications.  They are offered in Open and Closed types, with specific machining options available to satisfy unique application requirements. ""By eliminating the need for ball bearings, these food grade bushing bearings can operate on soft shafting such as Thomson ‘corrosion proof' 316 Stainless Steel or Ultra Light Aluminum LinearRace shafting to deliver exceptionally long life and reliable operation in washdown environments,"" says Tom Dwyer, Business Unit Manager, Thomson Linear Bearings & Guides. Thomson Food Grade Fluoronyliner Bushing bearings feature robust liner material that can withstand a maximum continuous PV value of 10,000 psi ft/min, can handle high loads with a maximum static pressure value of 1000 psi, and provide maximum no load speeds to 400 ft/min. in temperatures ranging from -400 degrees F up to 385 degrees F. They are available in optional Stainless Steel pillow block assembles in Closed, Open, Flanged and Twin styles, and can be combined with a wide range of corrosion resistant LinearRace shafting options, including 440C and 316 Stainless Steel, Ultra Light aluminum and plated 60 Case, to deliver optimized performance specific to the application requirements. ""Stainless Steel pillow block assemblies are a particularly significant option in food processing applications, as carbon steel will corrode over time, and even aluminum is susceptible to corrosion caused by the caustic solutions commonly used in washdown environments,"" explains Dwyer. Thomson also offers a number of additional 440 Stainless Steel corrosion resistant linear bearing alternatives to help keep machines up and running in application environments subject to corrosion challenges. These include Precision Steel Ball Bushing bearings that provide reliable operation in temperatures up to 600°F, Metric MultiTrac Ball Bushing bearings that provide twice the load carrying capacity of conventional ball bushing bearings, and self-aligning Super Ball Bushing and Super Smart Ball Bushing Bearings that, in combination with genuine Thomson 60 Case Shafting, can provide up to 50 percent longer life than imitation bearings and shafting. "
Power Transmissiom,116 SKF DryLube Bearings Designed for Extreme Temperature Environments,Bearings, http://www.powertransmission.com/news/3210/SKF-DryLube-Bearings-Designed-for-Extreme-Temperature-Environments/,"  These next-generation high-temperature bearings are especially suited for hostile and extreme temperature applications. SKF DryLube Bearings eliminate any need for grease relubrication and are designed to perform reliably and virtually maintenance-free over a wide temperature range.  These next-generation high-temperature bearings especially suit hostile and extreme temperature applications, including equipment used in the metal and steelmaking and food and beverage industries, among others. SKF DryLube Bearings are filled with a dry lubricant based on graphite or molybdenum disulfide and a resin binder.  The dry lubricant is injected into the free space of the bearing, bonded to the cage, and cured until it solidifies.  During the bearing's operation, the dry lubricant maintains a thin film on the bearing's raceways and rolling elements to protect against metal-to-metal contact and any potential damage caused by solid contaminants. The bearings can provide effective lubrication for extreme temperature applications up to 350 degrees C (660 degrees F), achieve higher speed capabilities than standard graphite-cage counterparts, and exhibit minimal lubricant loss over time. They especially promote enhanced worker safety by reducing fire risks and eliminating slippery surfaces and can additionally help contribute to ""green"" operating objectives compared with many oils and greases. SKF DryLube Bearings are available in four main variants to satisfy the most demanding operating conditions of a particular application. "
Power Transmissiom,118 Hartford Introduces Drawn Cup Needle Bearings,Bearings, http://www.powertransmission.com/news/2960/Hartford-Introduces-Drawn-Cup-Needle-Bearings/,"  Hartford Technologies, a global manufacturer of engineered bearing products for OEM and other high-volume applications, has introduced a broad line of Drawn Cup Needle Bearings. Drawn Cup Needle Roller Bearings consist of a stamped outer shell, cage and needle rollers. They are similar to standard roller bearings, except for a smaller diameter-to-length ratio, which gives them a substantial advantage in fitting tight envelopes. By controlling the clearance between the rollers, rollers are kept parallel to the axis of the shaft. The major advantage that needle bearings offer over bushings is that they operate with rolling motion, rather than sliding motion. As a result, friction is less, the torque required to rotate the shaft is lowered, less heat is generated and lubrication is simplified. The overall benefit to the user is that bearing wear is substantially reduced.  Hartford Drawn Cup Needle Bearings have a low cross section design which provides suitable load carrying capacity, increases power density and maximizes product life. They are manufactured in chrome steel, and low carbon steel in sizes as small as 3 mm ID by 6.5 mm OD. Applications are highly diverse, and range from two-stroke engines to towel dispensers. Other applications include automotive steering columns, outboard motors, power tools, appliances, office equipment and air compressors. Hartford Drawn Cup Needle Bearings are typically open at both ends. Sealed Drawn Cup Needle Bearings are sealed at one end and are often used for shaft end mounting. The seal keeps the lubricant or non-pressurized oil from migrating, and prevents contamination of the raceway areas. Material options for Hartford bearings include chrome steel and low carbon steel; bearings can be supplied in lots as small as 500 pieces. "
Power Transmissiom,120 Fersa Bearings Acquires 100 Percent of NKE Austria ,Bearings, http://www.powertransmission.com/news/9286/Fersa-Bearings-Acquires-100-Percent-of-NKE-Austria-/,"  Carlos Oehling (CEO of the Fersa Group), Harald Zerobin (co-founder of NKE Austria), Jesus Monforte (sales director of NKE) and Thomas Witzler (managing director of NKE Austria). "
Power Transmissiom,124 Miller Bearings Joins EPTDA,Bearings, http://www.powertransmission.com/news/3551/Miller-Bearings-Joins-EPTDA/,"  The European Power Transmission Distributors Association (EPTDA), the leading European organization for the mechanical power transmission and motion control (PT/MC) industry, is privileged to announce it recently welcomed Miller Bearings Inc., a distributor company based in the United States, as an active member. Founded in 1947, Miller Bearings Inc. settled its headquarters in Orlando, Florida and serves many industry sectors such as mining, construction, food processing & distribution, beverage, packing, agriculture and mills. New market penetrations include wastewater and water treatment, injection molding, waste to energy, warehouse distribution, fluid power, bulk material handling, airports and industrial supplies. Bill Bieberbach, president of Miller Bearings Inc., comments: ""Miller Industrial Solutions markets and sell ideas to a very broad range of customers. The company utilizes a wide spectrum of industrial products and industrial systems to implement those ideas. We are thrilled to become members of the EPTDA. We know that it would be very beneficial for our company to look beyond our boundaries (North & South America) not only for new suppliers but also for key partners."" ""We are exceptionally proud to welcome a leading U.S.-based distributor like Miller Bearings,"" declares Hans Hanegreefs, executive vice president, EPTDA. ""This is a clear indication that our neighbors from across the Atlantic are looking for channels to new markets and new customers. This is where the EPTDA plays its role as a leading, professional association for the PT/MC industry, providing a gateway to Europe - Western, Central and Eastern, and further beyond! Our organization offers solid grounds and market knowledge to help our members outside Europe reach out to new business potential in unexplored territories. Miller Bearings have been a member of our sister organization in the United States (PTDA) for years. Though both associations' member companies can already take advantage of mutual benefits, we expect more North American companies to join the EPTDA formally and benefit fully from our integral range of member services, programs and privileges,"" continues Hanegreefs. The EPTDA continues its efforts to raise its brand awareness within the power transmission and motion control industry network globally with powerful promotion campaigns. As a result of these campaigns, the organization anticipates further membership growth until its next annual convention, EPTDA Lisbon 2012, scheduled on September 26-28 in the Portuguese capital. "
Power Transmissiom,126 Fenner Drives Acquires National Bearings Company,Bearings, http://www.powertransmission.com/news/8781/Fenner-Drives-Acquires-National-Bearings-Company/,"  National Bearings Company offers a variety of custom bearing designs for many industrial applications.  Fenner has acquired the U.S.-based National Bearings Company. Based in Lancaster, Pennsylvania, National Bearings Company manufactures custom polymer and metal bearings that are tooled and easily adapted to suit a variety of applications. Fenner manufactures industrial belts and rubber hoses and the acquisition will be undertaken by Fenner's U.S. subsidiary, Fenner Inc.  ""This acquisition further supports our stated strategy to grow our Advanced Engineered Products division and in particular it will complement the product and customer portfolio of our Precision Polymer business within AEP,"" said Mark Abrahams, CEO, Fenner.    "
Power Transmissiom,128 NSK Offers Sleeve Bearings or Bushings,Bearings, http://www.powertransmission.com/news/5597/NSK-Offers-Sleeve-Bearings-or-Bushings/,"  June 26, 2014—NSK has introduced a range of sleeves, aimed mainly at OEMs and other volume users of sleeves or lubricated bushings used in equipment such as excavator buckets, backhoe linkages and conveyors. NSK is able to offer bespoke designs, manufactured using its own super hard wearing bearing steels, combined with many years of lubrication expertise to help deliver improved wear life and ensure reliable performance in tough mine and quarry applications. Sleeve bearings or bushings are a crucial component in achieving reliable operation in a range of buckets, blades, backhoes and conveyor equipment. Separating the mechanical actuation part of the assembly with the bucket or container the design and material specification of a sleeve can determine the wear life of the entire piece of plant equipment. Not all OEMs and other volume users however are fully aware of the advantages of using a bearing manufacturer to produce their sleeves.  "
